pwRes_abscissa,pwRes_cdf,iwRes_abscissa,iwRes_cdf,npde_abscissa,npde_cdf,split
0.846187,0.85977,0.959001,0.85977,1.08528,0.85977,All
0.849887,0.862069,0.963541,0.862069,1.08641,0.862069,All
0.901365,0.864368,0.968054,0.864368,1.09935,0.864368,All
0.911308,0.866667,0.973359,0.866667,1.10985,0.866667,All
0.917729,0.868966,0.980154,0.868966,1.1274,0.868966,All
0.981083,0.871264,0.984703,0.871264,1.12918,0.871264,All
0.981887,0.873563,0.98894,0.873563,1.1468,0.873563,All
1.01822,0.875862,0.992002,0.875862,1.1654,0.875862,All
1.03318,0.878161,0.995544,0.878161,1.1735,0.878161,All
1.03392,0.88046,0.996483,0.88046,1.17805,0.88046,All
1.09316,0.882759,1.00558,0.882759,1.20345,0.882759,All
1.09337,0.885057,1.02583,0.885057,1.22044,0.885057,All
1.09649,0.887356,1.03393,0.887356,1.22485,0.887356,All
1.1049,0.889655,1.03772,0.889655,1.22638,0.889655,All
1.13194,0.891954,1.05195,0.891954,1.26107,0.891954,All
1.13926,0.894253,1.05619,0.894253,1.26798,0.894253,All
1.14214,0.896552,1.10742,0.896552,1.27956,0.896552,All
1.15218,0.898851,1.11798,0.898851,1.29452,0.898851,All
1.18841,0.901149,1.12586,0.901149,1.30833,0.901149,All
1.20622,0.903448,1.13596,0.903448,1.31531,0.903448,All
1.21658,0.905747,1.1435,0.905747,1.33135,0.905747,All
1.23034,0.908046,1.14371,0.908046,1.33993,0.908046,All
1.24366,0.910345,1.15807,0.910345,1.35252,0.910345,All
1.28434,0.912644,1.15953,0.912644,1.35253,0.912644,All
1.31382,0.914943,1.16114,0.914943,1.39326,0.914943,All
1.32385,0.917241,1.16846,0.917241,1.39903,0.917241,All
